Against the Utopia of Comprehensive Control : Critical Considerations on Transhumanism ¤ Critique of transhumanist thinking -- Control of humans -- Oversimplification -- Control of the Transhuman - Passivation -- Control of the Posthuman - Category errors	<https://d-nb.info/gnd/4068097-6> <https://d-nb.info/gnd/4033447-8> <https://d-nb.info/gnd/4123065-6> <https://d-nb.info/gnd/4045791-6> <https://d-nb.info/gnd/4126976-7>
The Löhrerhof in Hürth : Monumental Planning and Restoration ¤ The Löhrerhof is a rural farmstead from the 19th century in the Alt-Hürth district, which was mainly used as an art and culture center in the end.	<https://d-nb.info/gnd/4042840-0> <https://d-nb.info/gnd/4011455-7> <https://d-nb.info/gnd/4136811-3> <https://d-nb.info/gnd/4004770-2> <https://d-nb.info/gnd/4027151-1> <https://d-nb.info/gnd/4071095-6> <https://d-nb.info/gnd/4004927-9> <https://d-nb.info/gnd/4049600-4>
Analysis of Closed-Cell Metal Foams Produced by Melting and Powder Metallurgy on Aluminum Basis ¤ Cellular materials exhibit properties due to their porous structure, which can open up new application areas. In addition to polymer and ceramic foams, metallic cellular materials, especially metal foams, are in the focus of research. Due to the cellular structure of these materials, relatively low specific densities can be achieved. As a result, metal foams are particularly suitable for lightweight applications with good energy absorption properties. The production of cellular metals is carried out in principle by a melting or powder metallurgical process. With these different procedures, it is possible to produce both closed-cell and open-cell metal foams. In practice, metal foams based on aluminum are currently mainly used in small series. - For reproducible mechanical and functional properties, a homogeneous distribution of pores is of particular importance. Open-cell metal foams have a homogeneous structure due to their production process compared to closed-cell metal foams. Through the production by powder metallurgy, a variety of parameters are obtained that affect the pore distribution during the foaming process. In addition to temperature control, alloy components and additives play a particularly important role. In particular, the structure-microstructure-property relationship of cellular materials is significant. In this contribution, the first micro- and macro-structures of closed-cell aluminum foams are analyzed and compared. To this end, additives (e.g. titanium from the propellant TiH2) are investigated for their distribution in the material. - The goal is to analyze the distribution and the dependence of alloy components with regard to the foaming process in order to enable a systematic optimization of the production process with regard to powder composition, powder sizes, compaction degree, pre-treatments, and temperature regimes.	<https://d-nb.info/gnd/4169614-1>
Energy and Charging Management for a CO2-Neutral Loading of Battery-Electrically Operated Service Vehicles on the Airport Premises ¤ In the project: ALEC (Alternation * Light * Electric * Constructions) one of the objectives is to enable the realization of a CO2-neutral electric recharging of battery-electrically operated service vehicles on the airport premises. For the implementation of the above objective, the authors present their concept and the implementation status of the interaction between the local charging management system (LMS) and the superimposed energy management system (üEMS). The LMS takes over the function of data preparation and aggregation of various information of individual electric vehicles here. Using the aggregated information from the LMS and the expected energy supply from local, renewable sources, the üEMS determines the optimal, CO2-minimal electric recharging of the electric vehicle fleet on the airport premises. The fleet charging schedule generated in this way is finally disaggregated in the LMS and vehicle-specific charging schedules are generated.	<https://d-nb.info/gnd/4014736-8> <https://d-nb.info/gnd/4068598-6>
Optimization of a Parametric Fundamental Model for Power Plant Deployment Planning ¤ The electricity price forecast is an important input parameter for optimizing one's position on the electricity market. With its help, trading profits can be increased and risks minimized. For the forecast, various procedures are used. A modeling method are the so-called fundamental models (FM). In the present work, a new approach is proposed and investigated, which makes a contribution to the improvement of the forecast quality of data-sparse FM. This improvement concerns especially the quality of the power plant deployment to be forecasted, which represents a significant intermediate variable in the electricity price forecast with FM. The work is structured as follows: Section 1 provides a brief introduction and overview of the topic of electricity price forecasting. Section 2 explains the functional principle of an FM, before Section 3 describes the further developed model. In Section 4, the results of an exemplary investigation are presented and evaluated in Section 5.	<https://d-nb.info/gnd/4068598-6>
Investigation of the seismic behaviour of structural and nonstructural components in industrial facilities by means of shaking table tests ¤ Achtung: The conference took place online in 2021; However, the volume was already created by the publisher in 2020 (Info from the organizer 10/2023; 705)	<https://d-nb.info/gnd/4026801-9> <https://d-nb.info/gnd/4113456-4>
Chapter 11 Qualitative Statistical Models for Regional Economic Analysis ¤ This chapter discusses qualitative statistical models for regional economic analysis. Traditionally, the statistical modeling conducted in regional economic research has focused on the analysis of high-level, metric, or quantitative data measured at the ratio or interval scales. The tradition has its roots in natural science where high-quality data can be obtained under experimental conditions. The chapter reviews the state-of-the-art in qualitative statistical modeling. It focuses on (a) basic model types and their integration; (b) alternative estimation procedures; (c) model assessment and selection procedures; and (d) extended and hybrid forms of the basic models. It also discusses a range of empirical examples to illustrate the current use of qualitative data models in regional economic analysis. These examples focus upon regional variations in the rates of industrial innovation in the United Kingdom, regional quality-of-life and residential preferences in the Netherlands, and a regional industrial accessibility survey conducted in Northern Ireland. The chapter provides a review of several topics that are of central importance to the future potential of qualitative statistical models in regional economic analysis.	<https://d-nb.info/gnd/4182752-1> <https://d-nb.info/gnd/4121573-4> <https://d-nb.info/gnd/4076601-9>
Chapter 5. Forecasting and Policy Making ¤ Policymakers use forecasts to project the consequences of particular policy decisions for certain policy targets. This chapter investigates the use of economic forecasting in policy making by discussing practical examples, providing new empirical evidence and computing forecasts using different macroeconomic models. First, a theoretical framework is presented to differentiate the role of forecasts in simple feedback rules, optimal control policies, and forecast targeting. Then, we review institutional details of the forecasting process at fiscal authorities and central banks. We provide empirical evidence that central bank policy rate decisions in the United States and the Euro area are well described by interest rate rules responding to forecasts of inflation and economic activity rather than recent outcomes. Next, we provide a detailed exposition of methods for producing forecasts. We review forecasting models and provide practical applications. In particular, we illustrate how to use economic structure in interpreting forecasts and how to implement different conditioning assumptions regarding certain planned policy initiatives. Finally, we evaluate the accuracy of central bank and expert forecasts and investigate the interaction between forecasting and policy making by evaluating the performance and robustness of forecast-based policy rules under model uncertainty.	<https://d-nb.info/gnd/4358095-6> <https://d-nb.info/gnd/4066399-1>
Chapter 9 Terrorism: Theory and applications ¤ This chapter reviews game-theoretic and choice-theoretic depictions of terrorist behavior. A simple game-theoretic framework is presented to ascertain under what circumstances a government would want to precommit itself to a no-negotiation strategy. In another game model, we analyze whether two governments (nations) that are targeted by the same terrorist group would overdeter or underdeter terrorist attacks. Moreover, we demonstrate that piecemeal policy, which allows the governments to share intelligence but not deterrence decisions, can be worse than no coordination. Choice-theoretic models identify substitution and complementarity possibilities among diverse modes of terrorist attacks as terrorists respond optimally to government actions. A host of time-series techniques are used to study the effectiveness of alternative antiterrorism policies. Vector-autoregression intervention procedures are particularly suited. Time-series analyses are also used to identify cycles, trends, and irregular components for forecasting purposes.	<https://d-nb.info/gnd/4132793-7>
The Ending of the Multi-Fibre Agreement and Innovation in the Sri Lankan Textile and Clothing Industry ¤ This case study analyses the effect that the end of the Multi-Fibre Agreement (MFA) has had on innovation in the Sri Lankan textile and clothing sector. The ending of the quota system under the MFA led to an increase in the US and EU markets which has motivated a large number of innovations in the Sri Lankan textile and clothing sector. Some large companies have become a total services provider, while others are trying to establish their own brands. Product innovations with foreign partners, process innovations such as introduction of CAD/CAM, and various marketing and organisational innovations have been implemented. Keywords: innovation, textiles and clothing, garment, Sri Lanka, Multi-Fibre Agreement, MFA, competition , CSR, Corporate Social Responsibility, marketing, brands, fair-trade, outsourcing, FDI, joint-ventures	<https://d-nb.info/gnd/4113450-3> <https://d-nb.info/gnd/4066493-4> <https://d-nb.info/gnd/4066399-1>
